,ID,Genre,Senior,Enfants,Anciennete,Multi-lignes,Service Internet,Autres Services,Partenaire,Contrat,Facturation electronique,Mode de paiement,charges mensuelles,Charges totales,target
"2662,3109,Femme,0,Oui,43,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,106,""4532,3"",Non"
"796,937,Femme,0,Oui,0,Non,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,""80,85"",,Non"
"2416,2824,Homme,0,Non,39,Non,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,""20,45"",790,Non"
"2968,3485,Femme,1,Non,38,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""83,45"",""3147,15"",Non"
"4375,5141,Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""89,25"",""89,25"",Non"
"785,926,Femme,0,Oui,32,Non,DSL,Oui,Oui,Mensuel,Non,Virement bancaire,""76,3"",""2404,15"",Non"
"2881,3376,Femme,0,Oui,71,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""19,9"",""1389,35"",Non"
"2966,3483,Homme,0,Non,19,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,45,""865,85"",Non"
"2217,2599,Femme,0,Non,7,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""75,15"",525,Non"
"4385,5154,Homme,1,Non,41,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""94,55"",""3851,45"",Non"
"5002,5880,Homme,0,Non,33,Non,DSL,Oui,Oui,Bisannuel,Oui,Cheque papier,""61,05"",""2018,4"",Non"
"3482,4084,Femme,1,Non,68,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""100,2"",""6851,65"",Oui"
"4921,5790,Femme,0,Non,25,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,""19,8"",""475,2"",Non"
"4335,5097,Homme,0,Oui,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,""86,85"",""6263,8"",Non"
"4771,5613,Femme,0,Non,45,Non,DSL,Oui,Non,Annuel,Oui,Carte bancaire,""62,55"",""2796,45"",Non"
"910,1074,Homme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""98,05"",713,Oui"
"2172,2548,Femme,0,Non,52,Non,DSL,Non,Non,Bisannuel,Non,Cheque papier,""39,1"",""1982,1"",Non"
"4841,5695,Femme,0,Non,33,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,""51,45"",""1758,9"",Non"
"2309,2704,Femme,0,Non,1,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque papier,""50,1"",""50,1"",Oui"
"5605,6594,Homme,0,Non,55,Non,DSL,Non,Oui,Mensuel,Oui,Virement bancaire,""54,55"",""2978,3"",Oui"
"1257,1490,Femme,0,Oui,23,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,""57,75"",""1282,85"",Non"
"2495,2914,Homme,0,Non,52,Non,DSL,Non,Non,Bisannuel,Non,Carte bancaire,""63,9"",""3334,95"",Non"
"4508,5296,Femme,1,Non,50,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,""108,75"",""5431,9"",Non"
"4694,5520,Homme,0,Non,1,Non,DSL,Oui,Oui,Mensuel,Non,Cheque papier,""55,7"",""55,7"",Non"
"1178,1392,Homme,0,Non,29,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""85,8"",""2440,25"",Non"
"4716,5548,Femme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""89,45"",""240,45"",Oui"
"4885,5747,Femme,0,Non,10,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,81,""818,05"",Oui"
"442,515,Homme,0,Non,30,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,95,""2852,4"",Non"
"4040,4748,Homme,0,Non,35,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,""20,6"",754,Non"
"4528,5319,Femme,0,Oui,32,Non,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,""73,6"",""2316,85"",Non"
"3275,3847,Femme,0,Oui,8,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,""45,45"",""411,75"",Non"
"5706,6718,Homme,1,Non,57,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""100,6"",""5746,15"",Oui"
"1054,1245,Femme,0,Non,15,Non,Non,Oui,Non,Mensuel,Non,Virement bancaire,""19,4"",""289,3"",Oui"
"2655,3100,Femme,0,Non,17,Non,Non,Oui,Non,Annuel,Non,Cheque papier,""20,15"",""353,65"",Non"
"4584,5382,Homme,0,Non,32,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""78,9"",""2447,95"",Oui"
"3026,3551,Homme,0,Non,32,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""96,2"",""3183,4"",Oui"
"1415,1666,Femme,0,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""76,85"",""663,55"",Non"
"2372,2776,Homme,1,Non,53,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,""60,05"",""3229,65"",Oui"
"4700,5527,Homme,0,Oui,51,Oui,Non,Oui,Oui,Annuel,Oui,Cheque papier,""23,95"",""1216,35"",Non"
"2955,3469,Homme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,""19,7"",""19,7"",Non"
"2767,3239,Femme,0,Oui,26,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,""19,65"",""494,9"",Non"
"4513,5301,Femme,0,Oui,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,""80,05"",""80,05"",Oui"
"5845,6880,Femme,0,Non,21,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""86,05"",""1818,9"",Non"
"1502,1768,Femme,0,Non,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""115,15"",""8078,1"",Non"
"3096,3630,Homme,0,Oui,17,Oui,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,""25,15"",""412,6"",Non"
5187,6098,Homme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,81,5750,Non
"2011,2358,Femme,0,Non,67,Oui,DSL,Oui,Oui,Annuel,Non,Cheque papier,""75,1"",""5064,45"",Non"
"4532,5324,Femme,0,Oui,58,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,""105,2"",""6225,4"",Non"
"3050,3577,Femme,0,Oui,72,Oui,Non,Oui,Oui,Annuel,Oui,Virement bancaire,""23,3"",""1623,15"",Non"
"2842,3332,Homme,0,Oui,0,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""19,85"",,Non"
"4823,5671,Femme,0,Oui,17,Oui,Non,Oui,Oui,Mensuel,Non,Cheque papier,""24,1"",""409,9"",Oui"
"4519,5310,Femme,0,Non,61,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,""20,25"",""1278,8"",Non"
"3442,4037,Femme,0,Oui,18,Non,Non,Oui,Oui,Mensuel,Oui,Cheque papier,""20,25"",""401,95"",Non"
"6,7,Homme,0,Oui,22,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""89,1"",""1949,4"",Non"
"2487,2905,Homme,0,Non,25,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,""70,95"",""1767,35"",Oui"
"678,797,Homme,0,Non,31,Oui,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,""81,7"",""2548,65"",Non"
"1943,2286,Homme,0,Non,53,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""93,9"",""5029,2"",Oui"
"3690,4330,Femme,0,Oui,17,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""94,4"",""1607,2"",Oui"
"5507,6484,Homme,0,Oui,13,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,97,""1334,45"",Non"
"3306,3881,Homme,0,Oui,26,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,82,""2083,1"",Non"
"4590,5390,Femme,0,Non,51,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque papier,""69,15"",""3649,6"",Non"
"2607,3044,Femme,1,Non,2,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,""30,4"",""78,65"",Oui"
"5722,6737,Homme,0,Oui,67,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,""20,8"",""1411,9"",Non"
"5503,6477,Homme,0,Oui,53,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,""64,15"",""3491,55"",Non"
"1064,1261,Homme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,""50,3"",""92,75"",Non"
"3706,4349,Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,""19,1"",""19,1"",Oui"
"2242,2626,Homme,0,Non,56,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""86,4"",""4922,4"",Non"
"1474,1734,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""19,05"",""19,05"",Non"
"4437,5214,Femme,1,Non,17,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""92,55"",""1614,7"",Non"
"1889,2221,Homme,0,Non,72,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,""79,35"",""5753,25"",Non"
"4229,4969,Femme,1,Oui,68,Non,DSL,Non,Oui,Bisannuel,Oui,Cheque electronique,53,""3656,25"",Non"
"2021,2373,Homme,0,Oui,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,""90,3"",""6287,3"",Non"
"4707,5537,Homme,0,Non,9,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,""34,7"",""296,1"",Oui"
"4259,5004,Homme,0,Oui,11,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""74,35"",""834,2"",Oui"
"2658,3104,Femme,1,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque electronique,""19,45"",""19,45"",Oui"
"2467,2880,Homme,1,Non,70,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""102,95"",""7101,5"",Oui"
"4790,5633,Homme,0,Non,58,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,""20,3"",""1131,5"",Non"
"1130,1337,Femme,0,Non,15,Non,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,""75,35"",""1114,55"",Non"
"1461,1721,Femme,1,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""83,8"",""163,7"",Non"
"3133,3676,Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,5"",""20,5"",Non"
"5417,6372,Femme,0,Non,24,Oui,Non,Oui,Non,Bisannuel,Non,Carte bancaire,""25,15"",553,Non"
"3801,4460,Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""100,25"",""100,25"",Oui"
"4511,5299,Femme,1,Non,60,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""105,9"",""6401,25"",Non"
"222,262,Homme,1,Non,13,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""106,9"",""1364,3"",Oui"
"5549,6531,Homme,1,Non,63,Non,DSL,Non,Oui,Annuel,Non,Virement bancaire,""36,1"",""2298,9"",Non"
"48,54,Femme,1,Non,8,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""80,65"",""633,3"",Oui"
"573,671,Femme,0,Oui,53,Non,Non,Oui,Oui,Annuel,Oui,Virement bancaire,""19,85"",""1039,45"",Non"
"1236,1465,Homme,0,Non,9,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,""64,95"",""547,8"",Non"
"4549,5341,Femme,0,Non,38,Oui,DSL,Oui,Non,Annuel,Non,Virement bancaire,""84,1"",""3187,65"",Non"
"5801,6826,Homme,0,Non,27,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""81,3"",""2272,8"",Non"
"5376,6322,Femme,0,Non,30,Non,Non,Oui,Oui,Mensuel,Non,Virement bancaire,""19,65"",""655,85"",Oui"
"2282,2674,Homme,0,Non,22,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""101,35"",""2317,1"",Oui"
"4810,5657,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,""49,75"",""49,75"",Non"
"267,314,Femme,1,Non,5,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""69,35"",""341,6"",Non"
"1104,1307,Femme,0,Non,70,Oui,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,""115,55"",""8127,6"",Oui"
"2305,2700,Femme,1,Non,34,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""96,35"",""3190,25"",Non"
"4706,5536,Femme,0,Oui,55,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,""85,1"",""4657,95"",Non"
"1935,2278,Homme,0,Non,65,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""109,15"",""6941,2"",Oui"
"386,451,Femme,0,Non,64,Oui,Non,Oui,Non,Annuel,Non,Cheque papier,""24,7"",""1642,75"",Non"
"1701,2007,Homme,0,Non,5,Oui,DSL,Oui,Non,Mensuel,Non,Cheque electronique,""47,15"",""223,15"",Oui"
"1628,1918,Femme,1,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,""89,1"",""6352,4"",Non"
"4760,5599,Femme,0,Oui,55,Non,Non,Oui,Oui,Annuel,Non,Carte bancaire,""19,15"",""998,1"",Non"
"4738,5576,Homme,0,Oui,70,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,""78,35"",""5445,95"",Non"
"5878,6916,Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,""97,85"",""6841,3"",Non"
"1563,1841,Homme,0,Oui,65,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,""108,65"",""6937,95"",Oui"
"3571,4187,Homme,0,Oui,62,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,""104,05"",""6590,5"",Non"
"209,249,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,""48,55"",""48,55"",Oui"
"909,1073,Homme,0,Non,22,Non,DSL,Non,Non,Bisannuel,Non,Virement bancaire,""56,75"",""1304,85"",Non"
"1289,1525,Femme,0,Non,63,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""109,85"",""7002,95"",Non"
"4516,5307,Homme,0,Oui,19,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""83,65"",""1465,75"",Oui"
"4154,4883,Femme,0,Non,66,Non,DSL,Non,Non,Bisannuel,Oui,Virement bancaire,""62,5"",""4136,4"",Non"
"1842,2166,Femme,0,Non,13,Non,Non,Oui,Non,Annuel,Non,Cheque papier,""20,2"",""273,25"",Non"
"2497,2916,Femme,0,Oui,72,Non,DSL,Non,Oui,Bisannuel,Oui,Virement bancaire,""63,8"",""4684,3"",Non"
"5830,6861,Femme,0,Non,37,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""101,9"",""3545,35"",Oui"
"3614,4236,Femme,1,Non,56,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,""95,65"",""5471,75"",Non"
"958,1128,Femme,0,Oui,23,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,""66,25"",""1533,8"",Non"
"1793,2108,Homme,0,Non,33,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""93,35"",3092,Non"
"2088,2451,Femme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,""110,45"",""8058,85"",Non"
"2702,3165,Homme,0,Non,31,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""101,4"",""3143,65"",Non"
"331,394,Femme,0,Non,19,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""19,9"",""367,55"",Non"
"3313,3888,Homme,0,Non,11,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""74,95"",""815,5"",Oui"
"3855,4524,Homme,1,Non,10,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""75,3"",""720,45"",Non"
"3326,3903,Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Non,Cheque papier,""29,9"",""29,9"",Non"
"2459,2872,Homme,0,Non,14,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""86,1"",""1235,55"",Oui"
"1774,2087,Homme,0,Oui,17,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""80,85"",""1400,85"",Oui"
"4200,4937,Femme,1,Non,45,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""97,05"",""4385,05"",Non"
"4442,5221,Femme,0,Non,29,Non,DSL,Oui,Non,Annuel,Non,Carte bancaire,58,""1734,5"",Non"
"3686,4326,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Carte bancaire,""20,75"",""20,75"",Non"
"3209,3768,Homme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""110,9"",""8240,85"",Non"
"5079,5974,Homme,0,Non,64,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Virement bancaire,""104,4"",""6692,65"",Non"
"4722,5555,Femme,0,Non,63,Non,Non,Oui,Non,Bisannuel,Oui,Cheque papier,""20,6"",""1298,7"",Non"
"3739,4386,Homme,0,Non,21,Non,Non,Oui,Non,Annuel,Oui,Cheque papier,""20,35"",""422,7"",Non"
"2794,3274,Homme,0,Non,33,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""68,25"",""2171,15"",Oui"
"1710,2016,Femme,0,Oui,28,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque papier,""49,9"",""1410,25"",Non"
"4567,5363,Homme,0,Oui,65,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,""24,75"",""1715,1"",Non"
"2478,2896,Femme,0,Non,37,Non,Non,Oui,Oui,Annuel,Oui,Virement bancaire,""19,85"",""717,5"",Non"
"1366,1611,Homme,0,Oui,51,Non,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,""60,5"",""3121,45"",Non"
"173,201,Femme,0,Non,27,Non,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,""101,9"",""2681,15"",Non"
"4013,4720,Homme,0,Non,36,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""84,9"",""3067,2"",Oui"
"4407,5181,Femme,0,Non,68,Non,DSL,Non,Non,Bisannuel,Non,Carte bancaire,""64,35"",""4539,6"",Non"
"2879,3374,Femme,1,Non,2,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""75,45"",""158,4"",Oui"
"5213,6126,Homme,0,Non,13,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""102,25"",1359,Oui"
"3395,3983,Homme,0,Oui,71,Oui,Non,Oui,Non,Bisannuel,Non,Cheque papier,""24,35"",""1654,6"",Non"
"1952,2296,Homme,0,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,""25,15"",""25,15"",Oui"
"5700,6710,Homme,0,Non,50,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,""99,4"",""5059,75"",Non"
"3332,3909,Femme,1,Non,60,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,""116,05"",""6925,9"",Non"
"2036,2389,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""55,45"",""55,45"",Non"
"3852,4521,Homme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Non,Virement bancaire,""19,95"",""19,95"",Oui"
"4597,5398,Homme,0,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""84,85"",""523,5"",Oui"
"18,21,Homme,1,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,""39,65"",""39,65"",Oui"
"0,1,Femme,0,Non,1,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,""29,85"",""29,85"",Non"
"2174,2550,Homme,0,Non,2,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,05"",""33,7"",Non"
"1356,1600,Femme,0,Oui,70,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,""80,4"",""5717,85"",Non"
"4453,5235,Femme,0,Non,40,Oui,Fibre optique,Oui,Oui,Annuel,Non,Virement bancaire,""105,75"",""4228,55"",Non"
"4552,5345,Homme,0,Oui,71,Non,DSL,Oui,Non,Bisannuel,Oui,Carte bancaire,""76,9"",""5522,7"",Non"
"5410,6361,Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,""20,3"",""20,3"",Oui"
"396,464,Homme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""99,8"",""673,25"",Oui"
"5595,6584,Femme,0,Non,22,Non,Non,Oui,Non,Annuel,Oui,Cheque papier,""19,25"",""412,55"",Non"
"3320,3896,Homme,0,Oui,56,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""24,15"",""1402,25"",Non"
"1812,2131,Homme,0,Non,51,Oui,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,""94,8"",""4837,6"",Oui"
"3589,4209,Homme,0,Non,69,Non,DSL,Non,Oui,Annuel,Oui,Carte bancaire,""60,8"",""4263,4"",Non"
"4610,5414,Femme,0,Non,15,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,94,""1505,45"",Non"
"816,960,Femme,0,Oui,32,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""86,1"",""2723,75"",Non"
"1572,1851,Femme,1,Non,47,Oui,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,""67,45"",3252,Non"
"4140,4866,Femme,0,Oui,7,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,""48,8"",""349,8"",Non"
"1800,2116,Femme,0,Non,71,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,""118,65"",""8477,6"",Non"
"2280,2672,Homme,0,Non,63,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""105,4"",""6713,2"",Non"
"3718,4364,Femme,0,Non,56,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,""85,6"",""4902,8"",Non"
"4732,5570,Femme,1,Non,3,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,""83,9"",""267,4"",Oui"
"5889,6927,Femme,0,Non,56,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""73,85"",""4092,85"",Oui"
"4523,5314,Homme,0,Non,56,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque papier,""89,7"",""4952,95"",Non"
"3262,3830,Homme,1,Non,43,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,101,""4388,4"",Oui"
"5158,6066,Homme,0,Non,59,Oui,Non,Oui,Non,Bisannuel,Non,Cheque papier,25,""1510,5"",Non"
"3834,4499,Femme,0,Oui,11,Non,Non,Oui,Oui,Annuel,Oui,Cheque papier,20,""196,35"",Non"
"3499,4106,Femme,0,Oui,67,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,""106,7"",""7009,5"",Non"
"3289,3864,Homme,0,Non,17,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""102,55"",""1742,5"",Non"
"4182,4914,Homme,0,Oui,14,Non,DSL,Oui,Non,Bisannuel,Non,Virement bancaire,""76,1"",""1054,8"",Non"
"4504,5292,Femme,0,Non,68,Oui,Fibre optique,Oui,Oui,Annuel,Non,Carte bancaire,""86,45"",""5762,95"",Non"
"554,644,Femme,1,Non,49,Non,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,""89,85"",""4287,2"",Non"
"1159,1372,Femme,1,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""79,2"",""79,2"",Oui"
"1213,1435,Homme,0,Non,12,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""99,95"",""1132,75"",Oui"
"3112,3648,Homme,1,Non,8,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""69,7"",""572,85"",Non"
"1325,1566,Femme,0,Non,55,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""81,55"",""4509,5"",Non"
"3265,3833,Femme,0,Non,51,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,""78,65"",""3950,85"",Non"
"3328,3905,Homme,0,Oui,34,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,""20,8"",""635,9"",Non"
"700,825,Femme,0,Non,62,Oui,Non,Oui,Non,Bisannuel,Oui,Carte bancaire,""25,8"",""1563,95"",Non"
"2700,3161,Femme,0,Oui,69,Non,DSL,Non,Oui,Bisannuel,Non,Virement bancaire,""46,25"",""3121,4"",Non"
"4281,5028,Homme,1,Non,10,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""85,55"",""851,75"",Oui"
"1847,2173,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Carte bancaire,""43,95"",""43,95"",Non"
"4394,5165,Femme,0,Non,7,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""53,65"",""404,35"",Non"
"1455,1715,Homme,0,Non,68,Oui,DSL,Oui,Non,Annuel,Non,Carte bancaire,""76,75"",""5233,25"",Non"
"5006,5884,Femme,0,Non,13,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,""20,3"",""275,4"",Non"
5326,6258,Femme,1,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,73,73,Oui
"2846,3336,Homme,0,Non,12,Oui,Non,Oui,Non,Mensuel,Non,Cheque electronique,25,""316,2"",Non"
"866,1023,Femme,1,Non,5,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""84,7"",""392,5"",Non"
"1644,1936,Femme,0,Non,51,Non,Non,Oui,Non,Annuel,Oui,Virement bancaire,""19,85"",""996,95"",Non"
"2140,2514,Homme,0,Oui,52,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""19,2"",""1054,75"",Non"
"3973,4672,Femme,0,Non,25,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""100,25"",""2387,75"",Oui"
"3424,4015,Femme,1,Non,52,Oui,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,""108,1"",""5839,3"",Non"
"1490,1753,Homme,0,Non,27,Non,DSL,Oui,Oui,Annuel,Non,Carte bancaire,""48,7"",""1421,75"",Non"
"4963,5836,Femme,0,Oui,30,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""19,3"",""602,9"",Non"
"729,862,Homme,0,Oui,64,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,""93,4"",""5822,3"",Non"
"3819,4483,Femme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""74,9"",""541,15"",Oui"
"3477,4078,Femme,1,Oui,14,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""95,8"",""1346,3"",Non"
