Genre,Senior,Enfants,Anciennete,Multi_lignes,Service_Internet,Autres_Services,Partenaire,Contrat,Facturation_electronique,Mode_de_paiement,charges_mensuelles,Charges_totales,target
Femme,0,Non,31,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.9,2806.9,Oui
Homme,0,Oui,29,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,70.75,1974.8,Oui
Homme,1,Non,32,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,85.3,2661.1,Oui
Homme,0,Non,4,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,45.9,199.75,Non
Homme,0,Non,24,Non,DSL,Non,Oui,Mensuel,Non,Cheque electronique,29,1.688,Non
Femme,0,Oui,22,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,83.3,1845.9,Oui
Femme,0,Non,14,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,71,914,Oui
Homme,0,Non,2,Non,DSL,Non,Non,Mensuel,Non,Virement bancaire,29.85,75.6,Oui
Homme,0,Non,5,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,65.6,339.9,Non
Homme,0,Non,66,Oui,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,89.4,5976.9,Non
Femme,0,Non,15,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque papier,55.7,899.8,Oui
Homme,0,Non,30,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque papier,64.5,1888.45,Non
Femme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,92,65.6733,Non
Femme,0,Non,4,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,25.15,99.95,Non
Homme,0,Non,1,Non,Fibre optique,Oui,Oui,Mensuel,Non,Carte bancaire,75.35,75.35,Non
Homme,0,Oui,7,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,48.7,340.25,Oui
Femme,0,Oui,56,Non,Fibre optique,Oui,Oui,Annuel,Non,Virement bancaire,88,9.4968,Non
Homme,0,Oui,1,Non,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,69.75,69.75,Oui
Homme,0,Oui,65,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,94.55,6078.75,Non
Homme,1,Non,34,Non,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,99.85,3343.15,Non
Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,85.55,85.55,Oui
Femme,0,Non,5,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,84,424.75,Non
Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,74.3,74.3,Oui
Femme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,87.15,183.75,Oui
Homme,0,Oui,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,44,44,Non
Homme,0,Non,3,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,70.3,208.85,Oui
Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,75.1,75.1,Oui
Femme,0,Non,72,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,19.4,1496.45,Non
Homme,0,Non,7,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,74.35,533.6,Non
Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,90.55,90.55,Oui
Femme,0,Oui,21,Non,DSL,Non,Oui,Annuel,Oui,Cheque electronique,55.95,1157.05,Oui
Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.3,20.3,Non
Homme,0,Oui,61,Non,DSL,Oui,Oui,Annuel,Non,Virement bancaire,84.9,5264.5,Non
Homme,0,Oui,17,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,50.3,846.8,Non
Homme,1,Non,19,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,88.2,1775.8,Oui
Homme,0,Non,71,Oui,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,97.65,6687.85,Non
Homme,0,Non,63,Non,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,110.1,6705.7,Non
Homme,0,Non,38,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,69.5,2625.25,Non
Femme,1,Non,42,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,105.2,4599.15,Non
Femme,0,Non,54,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Virement bancaire,97.2,5129.45,Non
Homme,1,Non,24,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,104.25,2433.9,Oui
Femme,0,Oui,11,Oui,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,66.35,740.8,Oui
Femme,0,Non,16,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,53.9,834.15,Oui
Homme,1,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,44.7,93.7,Oui
Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,81.95,81.95,Oui
Femme,0,Oui,59,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,96.65,5580.8,Non
Femme,0,Non,20,Non,Non,Oui,Oui,Annuel,Oui,Cheque papier,20,416.45,Non
Femme,0,Oui,23,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,85.6,1868.4,Non
Femme,0,Non,2,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,49.4,106.55,Oui
Femme,0,Oui,42,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,20,833.55,Non
Homme,0,Non,7,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,19.45,165.35,Non
Homme,0,Non,24,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,54.95,1348.5,Non
Homme,0,Oui,66,Non,DSL,Non,Oui,Bisannuel,Oui,Carte bancaire,56.75,3708.4,Non
Femme,1,Non,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,80,7.5676,Non
Homme,0,Non,31,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,80.45,2429.1,Non
Femme,0,Non,59,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,99.45,5623.7,Non
Homme,0,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,85.35,758.6,Oui
Femme,1,Non,52,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,106.5,5621.85,Non
Femme,1,Non,34,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,56.25,1765.95,Non
Homme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,114.3,8058.55,Non
Femme,0,Non,72,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,114.9,8496.7,Non
Femme,0,Non,69,Oui,Non,Oui,Oui,Annuel,Oui,Cheque electronique,26.3,1763.55,Non
Femme,0,Non,57,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,19.9,1115.6,Non
Homme,1,Non,27,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,85.9,2220.1,Non
Homme,0,Oui,62,Non,Non,Oui,Non,Bisannuel,Non,Virement bancaire,20,1250.1,Non
Homme,0,Oui,16,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,90.8,1442.2,Non
Homme,0,Oui,48,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,23.55,1173.35,Non
Femme,0,Oui,48,Non,DSL,Non,Oui,Annuel,Non,Carte bancaire,45,2196.3,Non
Homme,0,Non,11,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,20.4,231.45,Non
Femme,0,Non,13,Non,Non,Oui,Non,Bisannuel,Oui,Cheque papier,20.4,261.3,Non
Femme,0,Non,18,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,85.2,1553.9,Oui
Homme,0,Non,72,Non,Non,Oui,Non,Bisannuel,Oui,Cheque papier,20.8,1521.2,Non
Homme,1,Non,8,Non,DSL,Oui,Oui,Mensuel,Non,Virement bancaire,60.9,551.95,Non
Homme,0,Non,33,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,91.25,2964.05,Non
Femme,0,Non,37,Non,Non,Oui,Non,Annuel,Oui,Cheque electronique,19.8,695.05,Non
Homme,0,Non,23,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,74.95,1710.45,Oui
Femme,0,Oui,5,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,83.6,404.2,Oui
Homme,0,Oui,22,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,20.15,419.9,Non
Homme,1,Oui,66,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,79.4,5154.6,Oui
Homme,0,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,78.95,494.95,Non
Femme,1,Non,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,76.4,76.4,Oui
Femme,0,Oui,62,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,110.8,6840.95,Non
Homme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,80.85,5727.45,Non
Homme,0,Non,29,Non,Non,Oui,Non,Annuel,Oui,Cheque papier,19.8,572.2,Non
Homme,0,Non,9,Non,Non,Oui,Non,Annuel,Oui,Cheque papier,20.15,163.7,Non
Femme,0,Oui,59,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,90.3,5194.05,Non
Femme,0,Non,39,Non,DSL,Non,Non,Annuel,Oui,Virement bancaire,40.3,1630.4,Non
Homme,0,Non,17,Non,Non,Oui,Non,Annuel,Oui,Cheque papier,20.5,365.8,Non
Femme,0,Oui,11,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,20.9,202.3,Non
Homme,0,Non,10,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,51.65,524.5,Non
Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,44.4,44.4,Oui
Homme,1,Non,30,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,101.5,2917.65,Non
Femme,0,Non,67,Non,Non,Oui,Oui,Annuel,Oui,Virement bancaire,20.85,1327.4,Non
Femme,0,Oui,51,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,79.15,4018.55,Non
Homme,0,Non,26,Oui,DSL,Oui,Non,Annuel,Oui,Carte bancaire,51.55,1295.4,Non
Homme,1,Oui,52,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,80.85,4079.55,Non
Homme,0,Non,7,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.5,128.6,Non
Femme,0,Oui,61,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,99.15,6010.05,Oui
Homme,0,Non,70,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,98.7,6858.9,Non
Femme,0,Non,12,Non,Fibre optique,Oui,Non,Annuel,Non,Cheque papier,95.5,1115.15,Oui
Homme,0,Oui,42,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,19.35,867.3,Non
Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,44.55,44.55,Non
Homme,0,Non,14,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.95,1178.4,Oui
Homme,0,Oui,61,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,81,4976.15,Non
Femme,0,Non,36,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,106.05,3834.4,Non
Homme,1,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,94,94,Oui
Femme,0,Non,10,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,54,25.583,Non
Femme,0,Non,59,Non,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque papier,100.05,6034.85,Non
Homme,1,Oui,66,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,108.45,7076.35,Non
Homme,0,Non,29,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,89.65,2623.65,Non
Homme,0,Oui,25,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque papier,55.1,1466.1,Non
Femme,1,Oui,55,Oui,DSL,Oui,Oui,Annuel,Non,Cheque electronique,76.25,4154.55,Non
Homme,0,Oui,22,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,88.75,1885.15,Non
Femme,0,Oui,41,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,19.7,804.25,Non
Femme,0,Non,66,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,90.55,6130.95,Non
Femme,0,Non,45,Non,DSL,Oui,Non,Bisannuel,Non,Virement bancaire,81.65,3618.7,Non
Femme,0,Oui,24,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,19.7,452.55,Non
Homme,0,Non,56,Non,Non,Oui,Oui,Annuel,Non,Carte bancaire,19.95,1126.75,Non
Homme,0,Oui,32,Non,Non,Oui,Oui,Mensuel,Oui,Carte bancaire,19.45,674.55,Non
Homme,1,Non,72,Non,DSL,Non,Oui,Bisannuel,Oui,Carte bancaire,64,95.4546,Non
Homme,0,Non,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,104.15,7365.3,Non
Femme,0,Non,57,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,70.35,4124.65,Non
Femme,0,Oui,6,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,80.5,502.85,Oui
Femme,0,Non,44,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,95.1,4060.55,Non
Femme,0,Non,39,Non,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,80.45,3201.55,Oui
Femme,0,Oui,51,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,93.8,4539.35,Non
Femme,0,Non,53,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,108.95,5718.2,Non
Femme,0,Non,43,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,86.45,3574.5,Non
Homme,0,Non,18,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,78.2,1468.75,Non
Femme,0,Non,41,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,40.35,1677.85,Non
Femme,0,Non,23,Oui,DSL,Oui,Non,Annuel,Oui,Cheque papier,73.75,1756.6,Non
Homme,1,Non,5,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.5,477.7,Oui
Femme,0,Oui,17,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,91.85,1574.45,Oui
Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,50.8,50.8,Oui
Femme,0,Non,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,93.2,6506.15,Non
Femme,0,Oui,67,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,94.35,6341.45,Oui
Femme,0,Non,15,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,86.2,1270.2,Oui
Homme,0,Non,20,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19.4,415.4,Non
Homme,0,Oui,55,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,85.5,4713.4,Non
Femme,0,Oui,67,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,74,4868.4,Non
Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,20.2,20.2,Oui
Homme,0,Non,60,Non,DSL,Oui,Non,Bisannuel,Non,Cheque electronique,61.4,3638.25,Non
Homme,0,Oui,63,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,25.25,1573.05,Non
Femme,0,Non,50,Non,Non,Oui,Oui,Annuel,Oui,Virement bancaire,19.85,943.1,Non
Femme,0,Non,32,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,54.2,1739.6,Non
Homme,0,Oui,3,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,20.05,75.45,Non
Femme,0,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,75.2,633.85,Non
Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,74.9,74.9,Oui
Femme,0,Non,71,Oui,Non,Oui,Non,Bisannuel,Non,Cheque electronique,24.55,1719.15,Non
Homme,1,Non,6,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,80.8,457.1,Non
Homme,1,Non,18,Oui,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,93.9,1743.9,Non
Homme,0,Oui,1,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,44.55,44.55,Non
Femme,0,Non,21,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,97.35,2119.5,Oui
Femme,0,Non,30,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,100.45,3096.9,Non
Homme,0,Non,20,Oui,DSL,Oui,Non,Mensuel,Non,Virement bancaire,59.2,1191.2,Non
Homme,0,Non,2,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,19.3,28.3,Oui
Femme,0,Non,48,Non,DSL,Non,Oui,Mensuel,Oui,Virement bancaire,45,3.2145,Oui
Femme,0,Non,69,Oui,Non,Oui,Non,Bisannuel,Non,Carte bancaire,24.6,1678.05,Non
Femme,0,Oui,13,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,30.15,382.2,Non
Femme,0,Non,41,Oui,DSL,Oui,Non,Annuel,Oui,Carte bancaire,56,3.2364,Non
Femme,0,Oui,70,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,24.05,1764.75,Non
Homme,0,Non,23,Non,DSL,Oui,Non,Annuel,Oui,Virement bancaire,64.9,1509.8,Non
Femme,0,Non,41,Non,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,70.25,2868.05,Oui
Homme,0,Oui,25,Non,Non,Oui,Oui,Annuel,Non,Cheque electronique,19.9,505.45,Non
Femme,0,Non,22,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,89.25,1907.85,Oui
Homme,0,Oui,16,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,55.85,857.8,Non
Femme,0,Non,54,Non,DSL,Oui,Non,Bisannuel,Non,Cheque electronique,80.6,4299.95,Non
Femme,0,Non,6,Non,DSL,Non,Non,Bisannuel,Oui,Cheque papier,63.4,348.8,Non
Homme,0,Non,11,Non,DSL,Non,Non,Annuel,Oui,Cheque electronique,41.6,470.6,Oui
Femme,1,Non,32,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,90.95,2897.95,Non
Homme,0,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,90.25,6369.45,Non
Femme,0,Non,1,Non,DSL,Oui,Non,Annuel,Non,Carte bancaire,74.1,74.1,Non
Homme,1,Non,38,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,94,75.3653,Non
Homme,0,Oui,50,Oui,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,70.5,3486.65,Non
Homme,0,Non,72,Oui,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,23.55,1723.95,Non
Femme,0,Non,72,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,25,65.1887,Non
Homme,0,Non,3,Non,DSL,Non,Oui,Mensuel,Non,Carte bancaire,29.8,94.4,Non
Homme,0,Non,72,Non,DSL,Non,Oui,Bisannuel,Non,Virement bancaire,42,1.2962,Non
Femme,0,Non,60,Non,Non,Oui,Non,Bisannuel,Non,Virement bancaire,19.85,1128.1,Non
Homme,0,Non,21,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,111.2,2317.1,Oui
Femme,0,Non,42,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,85.9,3729.75,Non
Homme,0,Oui,29,Non,Non,Oui,Oui,Mensuel,Oui,Cheque papier,20.65,654.85,Non
Femme,1,Non,14,Non,DSL,Non,Non,Bisannuel,Non,Cheque papier,39.7,692.35,Non
Homme,0,Non,69,Non,DSL,Non,Non,Bisannuel,Oui,Virement bancaire,60.05,4176.7,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,53.5,53.5,Oui
Femme,0,Non,7,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.65,155.9,Non
Femme,0,Oui,24,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,19.75,498.1,Non
Femme,1,Non,70,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,75.65,5411.4,Non
Femme,0,Oui,18,Oui,Non,Oui,Oui,Bisannuel,Oui,Carte bancaire,24.65,471.35,Non
Femme,0,Oui,67,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,100,25.6689,Non
Femme,0,Non,57,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,100,75.5985,Non
Femme,0,Non,46,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,108.9,4854.3,Non
Homme,0,Oui,52,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,93.25,4631.7,Non
Homme,0,Oui,22,Non,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,75,1573.95,Non
Homme,0,Non,71,Non,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,105.25,7291.75,Non
Femme,0,Oui,14,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,19.7,263.65,Non
Homme,0,Oui,48,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,26.3,1245.05,Non
Homme,0,Non,18,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,94.75,1691.9,Non
Homme,0,Oui,57,Oui,DSL,Oui,Non,Bisannuel,Non,Cheque papier,89.55,5012.35,Non
Femme,0,Oui,3,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,55.1,154.65,Oui
Homme,0,Oui,71,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,85.45,6028.95,Non
Homme,0,Non,31,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,81.15,2640.55,Non
Homme,1,Non,57,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,71.1,4140.1,Non
Femme,0,Non,10,Non,DSL,Oui,Non,Annuel,Non,Cheque papier,64.9,685.55,Non
Homme,0,Oui,36,Non,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,63.7,2188.5,Non
Homme,0,Oui,22,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.4,2001.5,Oui
Femme,1,Non,43,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque papier,109.55,4830.25,Oui
Homme,0,Oui,31,Oui,DSL,Oui,Non,Annuel,Oui,Cheque papier,79.45,2587.7,Oui
Homme,0,Non,63,Non,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,19.95,1234.8,Non
Femme,0,Non,39,Non,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,95.55,3692.85,Oui
Femme,0,Oui,46,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,19.95,927.1,Non
Homme,0,Non,4,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.7,73.05,Non
Homme,0,Non,67,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,104.1,7040.85,Oui
Homme,0,Non,11,Non,Non,Oui,Oui,Annuel,Oui,Cheque papier,20.55,184.95,Non
Homme,0,Non,72,Non,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,75.1,5336.35,Non
Femme,0,Non,5,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,85.3,420.45,Non
Femme,0,Non,68,Non,DSL,Non,Oui,Annuel,Oui,Cheque electronique,54.4,3723.65,Non
Femme,0,Non,11,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,96.2,1222.05,Oui
Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,35.75,35.75,Oui
Homme,0,Non,38,Oui,DSL,Oui,Non,Mensuel,Non,Cheque electronique,69.95,2657.55,Non
Homme,0,Non,29,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.1,529.5,Non
Homme,0,Non,31,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,93.8,2939.8,Non
Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19.65,19.65,Non
Femme,0,Oui,34,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,105.35,3688.6,Non
Homme,1,Non,35,Oui,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,91,3180.5,Non
Femme,0,Oui,5,Non,DSL,Oui,Oui,Mensuel,Non,Cheque papier,44.8,220.45,Non
Femme,0,Non,71,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,25,1753,Non
Femme,1,Non,8,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,75.75,606.25,Oui
Homme,0,Non,15,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.8,304.6,Non
Femme,0,Non,42,Non,Non,Oui,Non,Bisannuel,Oui,Virement bancaire,20.75,844.45,Non
Femme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,69.55,222.3,Oui
Homme,1,Non,15,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,80.2,1217.25,Oui
Homme,0,Oui,21,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,104.4,2157.95,Oui
Homme,1,Non,44,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,73.85,3122.4,Non
Femme,1,Non,72,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Virement bancaire,107.4,7748.75,Non
Homme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,45.15,98.5,Oui
Homme,1,Non,65,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,109.05,7108.2,Non
Femme,0,Non,68,Non,DSL,Oui,Non,Bisannuel,Oui,Carte bancaire,82.45,5646.6,Non
Homme,1,Non,67,Non,DSL,Oui,Oui,Annuel,Oui,Virement bancaire,60.95,4119.4,Non
Homme,0,Non,2,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,76.5,162.45,Oui
Homme,0,Non,23,Non,Non,Oui,Non,Annuel,Non,Cheque papier,20.45,481.1,Non
Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Virement bancaire,19.25,19.25,Non
Femme,0,Oui,30,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,100.05,3046.15,Oui
Homme,0,Non,35,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,55,2010.55,Oui
Homme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,86.05,244.85,Non
Homme,0,Non,24,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,101.05,2391.8,Oui
